type,host_time,imu_time_us,x,y,z,i,j,k,real,accuracy
LA,1782148499.9928179,39432772,-2.992188,-2.257812,-1.957031,,,,,
RV,1782148499.998107,39438172,,,,0.359436,0.626099,0.66449,0.193115,1.181885
LA,1782148500.0008156,39438172,-2.597656,-2.386719,-2.074219,,,,,
RV,1782148500.0065346,39443072,,,,0.357056,0.626038,0.668213,0.184631,1.181885
LA,1782148500.0105183,39443072,-2.078125,-2.441406,-2.179688,,,,,
RV,1782148500.0143492,39447872,,,,0.354858,0.625671,0.671936,0.176392,1.182129
LA,1782148500.0169182,39447872,-0.761719,-2.867188,-2.105469,,,,,
RV,1782148500.0228488,39453172,,,,0.352539,0.624756,0.676331,0.167175,1.182129
LA,1782148500.0277205,39453172,-0.21875,-3.074219,-1.882812,,,,,
RV,1782148500.0305707,39458172,,,,0.350525,0.623535,0.680603,0.158691,1.182129
RV,1782148500.1221218,39633395,,,,0.325684,0.56897,0.754944,0.017578,1.182373
LA,1782148500.2148263,39672558,4.039062,-2.242188,-0.21875,,,,,
RV,1782148500.220304,39678058,,,,-0.334595,-0.526428,-0.770081,0.133972,1.182617
LA,1782148500.222867,39678058,3.785156,-1.941406,-0.328125,,,,,
RV,1782148500.2282016,39682958,,,,-0.334778,-0.52301,-0.770935,0.141541,1.182861
LA,1782148500.23089,39682958,4.171875,-2.113281,-0.089844,,,,,
RV,1782148500.2363515,39687558,,,,-0.334473,-0.519958,-0.771851,0.148254,1.182861
LA,1782148500.2390084,39687558,3.726562,-2.226562,-0.382812,,,,,
RV,1782148500.2443998,39692958,,,,-0.33374,-0.516541,-0.77301,0.155945,1.182861
LA,1782148500.2497938,39692958,3.28125,-2.09375,-0.460938,,,,,
RV,1782148500.2551632,39698058,,,,-0.332825,-0.513428,-0.774048,0.162659,1.182861
LA,1782148500.2578988,39698058,2.699219,-1.910156,-0.332031,,,,,
RV,1782148500.2637343,39703058,,,,-0.331909,-0.510498,-0.775085,0.168823,1.182861
LA,1782148500.265986,39703058,1.464844,-1.335938,-0.402344,,,,,
RV,1782148500.2713208,39707558,,,,-0.331055,-0.507996,-0.77594,0.174072,1.182861
LA,1782148500.2738419,39710658,0.398438,-1.492188,-0.226562,,,,,
RV,1782148500.3635921,39883124,,,,-0.333862,-0.435242,-0.772949,0.318848,1.183105
RV,1782148500.4584148,39927763,,,,-0.305054,-0.410889,-0.76709,0.386841,1.18335
LA,1782148500.4637127,39927763,2.433594,0.101562,0.429688,,,,,
RV,1782148500.4690824,39933063,,,,-0.304871,-0.410034,-0.766785,0.388489,1.18335
LA,1782148500.471738,39933063,2.398438,-0.066406,0.453125,,,,,
RV,1782148500.4772017,39938163,,,,-0.304688,-0.40918,-0.766602,0.389954,1.18335
LA,1782148500.4799166,39938163,2.167969,-0.199219,0.589844,,,,,
RV,1782148500.4852188,39942963,,,,-0.304382,-0.408264,-0.766541,0.391235,1.18335
LA,1782148500.48789,39942963,1.554688,-0.328125,1.027344,,,,,
RV,1782148500.493406,39948063,,,,-0.303955,-0.407227,-0.766541,0.392639,1.18335
LA,1782148500.4960818,39948063,1.371094,-0.226562,1.28125,,,,,
RV,1782148500.5014062,39953163,,,,-0.303467,-0.406189,-0.766602,0.393982,1.18335
LA,1782148500.5067403,39953163,1.21875,-0.210938,1.554688,,,,,
RV,1782148500.5095785,39958163,,,,-0.302856,-0.405151,-0.766663,0.395386,1.18335
LA,1782148500.5148757,39958163,1.0625,-0.148438,1.761719,,,,,
RV,1782148500.518277,39962663,,,,-0.302246,-0.404297,-0.766724,0.396606,1.18335
LA,1782148500.605726,40133990,0.355469,0.164062,1.226562,,,,,
RV,1782148500.7032263,40178745,,,,-0.217834,-0.329651,-0.773071,0.496216,1.183838
LA,1782148500.7083287,40178745,-0.773438,-0.371094,-2.8125,,,,,
RV,1782148500.7140672,40183345,,,,-0.216553,-0.327148,-0.772888,0.498718,1.183838
LA,1782148500.716633,40183345,-0.78125,-1.066406,-2.3125,,,,,
RV,1782148500.7219286,40188645,,,,-0.214905,-0.32373,-0.772888,0.501648,1.183838
LA,1782148500.7246497,40188645,-0.933594,-1.289062,-1.863281,,,,,
RV,1782148500.7305787,40193745,,,,-0.213379,-0.320007,-0.773071,0.504456,1.183838
LA,1782148500.7327473,40193745,-1.125,-1.386719,-1.464844,,,,,
RV,1782148500.7381825,40198745,,,,-0.212036,-0.316101,-0.773193,0.507202,1.183838
LA,1782148500.7434797,40198745,-1.585938,-1.867188,-0.304688,,,,,
RV,1782148500.7486465,40204045,,,,-0.21106,-0.312073,-0.773315,0.509949,1.183838
LA,1782148500.7514517,40204045,-1.46875,-2.113281,0.253906,,,,,
RV,1782148500.756954,40208645,,,,-0.210571,-0.308716,-0.773315,0.512207,1.183838
LA,1782148500.7598763,40208645,-1.167969,-2.179688,0.90625,,,,,
RV,1782148500.764351,40213245,,,,-0.210266,-0.30542,-0.773193,0.514465,1.183838
RV,1782148500.8549097,40390589,,,,-0.144409,-0.218933,-0.762634,0.591248,1.184326
RV,1782148500.9530818,40428068,,,,-0.112915,-0.195312,-0.773071,0.592834,1.184326
LA,1782148500.958372,40428068,-1.554688,2.425781,4.433594,,,,,
RV,1782148500.963977,40433368,,,,-0.112305,-0.195496,-0.773132,0.592834,1.184326
LA,1782148500.9666963,40433368,-1.277344,2.609375,4.082031,,,,,
RV,1782148500.9719586,40438168,,,,-0.112122,-0.196228,-0.77301,0.592773,1.184326
LA,1782148500.9750018,40438168,-0.519531,2.289062,2.589844,,,,,
RV,1782148500.9807003,40443468,,,,-0.112244,-0.197449,-0.772827,0.59259,1.184326
LA,1782148500.9831092,40443468,-0.535156,2.308594,1.867188,,,,,
RV,1782148500.988624,40447968,,,,-0.112488,-0.198608,-0.772644,0.592407,1.184326
LA,1782148500.9916744,40447968,-0.589844,2.140625,1.339844,,,,,
RV,1782148500.9971848,40453368,,,,-0.112915,-0.19989,-0.772461,0.592102,1.184326
LA,1782148501.0026114,40453368,-0.5,1.933594,1.003906,,,,,
RV,1782148501.0079088,40457968,,,,-0.113342,-0.200867,-0.7724,0.591736,1.184326
LA,1782148501.0107763,40457968,0.058594,2.078125,1.472656,,,,,
RV,1782148501.0144749,40463468,,,,-0.113953,-0.202026,-0.7724,0.591248,1.184326
RV,1782148501.107032,40639139,,,,-0.083435,-0.232239,-0.784607,0.568848,1.18457
RV,1782148501.2054062,40684096,,,,-0.060669,-0.268066,-0.781982,0.559387,1.184814
LA,1782148501.2104802,40684096,0.292969,-0.261719,-2.730469,,,,,
RV,1782148501.2157788,40688696,,,,-0.059998,-0.270142,-0.781982,0.558472,1.184814
LA,1782148501.218518,40688696,-0.097656,0.078125,-3.050781,,,,,
RV,1782148501.224073,40694096,,,,-0.059692,-0.272522,-0.782104,0.55719,1.184814
LA,1782148501.226898,40694096,-1.378906,0.257812,-2.996094,,,,,
RV,1782148501.2323642,40699296,,,,-0.059814,-0.274719,-0.782288,0.555847,1.184814
LA,1782148501.2351475,40699296,-2.082031,0.0,-2.589844,,,,,
RV,1782148501.2408476,40704196,,,,-0.060242,-0.27655,-0.782471,0.554626,1.184814
LA,1782148501.2461913,40704196,-2.488281,-0.03125,-2.144531,,,,,
RV,1782148501.251896,40709196,,,,-0.060791,-0.278259,-0.782654,0.553528,1.184814
LA,1782148501.2548316,40709196,-2.820312,0.027344,-1.640625,,,,,
RV,1782148501.2601929,40713896,,,,-0.061279,-0.279602,-0.782654,0.552734,1.184814
LA,1782148501.263083,40713896,-2.835938,-0.0625,-0.273438,,,,,
RV,1782148501.2673209,40719196,,,,-0.061584,-0.280945,-0.782593,0.552124,1.184814
RV,1782148501.3606224,40895390,,,,-0.064026,-0.298828,-0.768555,0.562134,1.185059
RV,1782148501.4584105,40933094,,,,-0.060913,-0.305908,-0.777893,0.545532,1.185059
LA,1782148501.463715,40933094,-5.015625,0.265625,-0.429688,,,,,
RV,1782148501.4698017,40938494,,,,-0.0625,-0.306763,-0.776306,0.547119,1.185059
LA,1782148501.472055,40938494,-4.316406,0.082031,-0.644531,,,,,
RV,1782148501.477358,40943494,,,,-0.064026,-0.307373,-0.774658,0.54895,1.185059
LA,1782148501.4798868,40943494,-3.398438,-0.050781,-0.945312,,,,,
RV,1782148501.485651,40948394,,,,-0.065552,-0.307678,-0.772949,0.551025,1.185303
LA,1782148501.4882336,40948394,-2.210938,-0.101562,-1.242188,,,,,
RV,1782148501.4941077,40953094,,,,-0.067017,-0.307617,-0.771179,0.553284,1.185303
LA,1782148501.4993002,40953094,0.515625,0.082031,-1.695312,,,,,
RV,1782148501.505009,40958594,,,,-0.068665,-0.307312,-0.769287,0.555969,1.185303
LA,1782148501.5076838,40958594,1.515625,1.914062,-1.3125,,,,,
RV,1782148501.5131576,40963594,,,,-0.070007,-0.306885,-0.767517,0.558411,1.185303
LA,1782148501.516206,40963594,2.058594,2.710938,-0.582031,,,,,
RV,1782148501.5202284,40968294,,,,-0.070984,-0.306519,-0.76593,0.560669,1.185303
RV,1782148501.6136618,41144819,,,,-0.110046,-0.292175,-0.767395,0.560059,1.185303
RV,1782148501.7112067,41188707,,,,-0.17981,-0.28064,-0.766479,0.54895,1.185547
LA,1782148501.7165554,41188707,-0.867188,0.949219,1.007812,,,,,
RV,1782148501.721765,41194307,,,,-0.182678,-0.281006,-0.766541,0.547791,1.185547
LA,1782148501.7246454,41194307,-0.140625,0.695312,1.222656,,,,,
RV,1782148501.730305,41199107,,,,-0.184937,-0.281372,-0.766541,0.546875,1.185547
LA,1782148501.7331433,41199107,0.324219,0.25,1.316406,,,,,
RV,1782148501.7387638,41204107,,,,-0.187012,-0.281738,-0.766602,0.545837,1.185547
LA,1782148501.7414398,41204107,0.90625,0.144531,1.339844,,,,,
RV,1782148501.746896,41208907,,,,-0.188782,-0.282288,-0.766785,0.544739,1.185547
LA,1782148501.7499256,41208907,1.648438,0.226562,0.855469,,,,,
RV,1782148501.7552695,41214207,,,,-0.190674,-0.282959,-0.767151,0.543213,1.185547
LA,1782148501.7580385,41214207,1.582031,0.042969,0.265625,,,,,
RV,1782148501.763753,41219207,,,,-0.192566,-0.283813,-0.767639,0.541443,1.185547
LA,1782148501.7691848,41219207,0.898438,-0.652344,-0.398438,,,,,
RV,1782148501.772369,41224207,,,,-0.194885,-0.28479,-0.768188,0.539246,1.185547
RV,1782148501.8663545,41399833,,,,-0.223206,-0.272888,-0.783081,0.51239,1.185791
LA,1782148501.9636965,41438273,-5.453125,-0.324219,1.714844,,,,,
RV,1782148501.969028,41443673,,,,-0.186584,-0.257324,-0.803406,0.503479,1.186035
LA,1782148501.9716792,41443673,-6.488281,-0.277344,1.855469,,,,,
RV,1782148501.977379,41448273,,,,-0.184692,-0.257385,-0.804138,0.502991,1.186035
LA,1782148501.9801931,41448273,-7.304688,-0.300781,1.847656,,,,,
RV,1782148501.9864237,41453673,,,,-0.182861,-0.25769,-0.804504,0.50293,1.186035
LA,1782148501.9882438,41453673,-7.054688,-0.210938,1.179688,,,,,
RV,1782148501.9936795,41458773,,,,-0.181519,-0.258301,-0.804443,0.503174,1.186035
LA,1782148501.9992049,41458773,-6.386719,-0.15625,0.679688,,,,,
RV,1782148502.0051966,41463773,,,,-0.180603,-0.259094,-0.804077,0.503723,1.186035
LA,1782148502.007661,41463773,-4.125,-0.09375,-0.8125,,,,,
RV,1782148502.013386,41468173,,,,-0.180115,-0.259888,-0.803528,0.504333,1.186035
LA,1782148502.0168073,41468173,-2.976562,-0.179688,-1.378906,,,,,
RV,1782148502.0216389,41473673,,,,-0.179871,-0.260925,-0.802795,0.505127,1.186035
LA,1782148502.0244734,41473673,-1.828125,-0.273438,-2.023438,,,,,
RV,1782148502.1172504,41648900,,,,-0.255188,-0.268005,-0.789673,0.489319,1.186279
RV,1782148502.2156847,41694609,,,,-0.312073,-0.262756,-0.779907,0.474731,1.186523
LA,1782148502.2211077,41694609,-0.296875,-0.539062,1.203125,,,,,
RV,1782148502.2264166,41699409,,,,-0.314453,-0.261841,-0.779785,0.473816,1.186523
LA,1782148502.2293146,41699409,-0.28125,-0.585938,1.566406,,,,,
RV,1782148502.2348285,41704309,,,,-0.316895,-0.261169,-0.779602,0.472839,1.186523
LA,1782148502.237674,41704309,-0.382812,-0.714844,1.941406,,,,,
RV,1782148502.2431307,41709409,,,,-0.319641,-0.260742,-0.779297,0.471802,1.186523
LA,1782148502.2462142,41709409,-0.492188,-0.722656,2.085938,,,,,
RV,1782148502.2536204,41714509,,,,-0.322388,-0.260437,-0.77887,0.470703,1.186523
LA,1782148502.2575305,41714509,-0.636719,-0.777344,2.042969,,,,,
RV,1782148502.2600043,41719509,,,,-0.324951,-0.260254,-0.778442,0.469788,1.186523
LA,1782148502.2654483,41719509,-0.660156,-0.789062,2.109375,,,,,
RV,1782148502.2710717,41724009,,,,-0.327148,-0.260132,-0.778076,0.468933,1.186523
LA,1782148502.273862,41724009,-0.730469,-0.929688,2.171875,,,,,
RV,1782148502.278039,41729309,,,,-0.329529,-0.260071,-0.777588,0.468079,1.186523
LA,1782148502.3686502,41900365,-1.046875,-1.378906,1.394531,,,,,
RV,1782148502.468204,41943352,,,,-0.364868,-0.252686,-0.734314,0.513672,1.186768
LA,1782148502.4735212,41943352,1.5625,-1.316406,0.480469,,,,,
RV,1782148502.4794643,41948152,,,,-0.364441,-0.252319,-0.73291,0.516174,1.186768
LA,1782148502.482134,41948152,1.484375,-1.253906,0.203125,,,,,
RV,1782148502.4874895,41953652,,,,-0.363892,-0.251953,-0.731384,0.51886,1.186768
LA,1782148502.4904702,41953652,1.386719,-1.222656,0.140625,,,,,
RV,1782148502.4958415,41958752,,,,-0.363464,-0.251587,-0.72998,0.52124,1.186768
LA,1782148502.4986823,41958752,1.203125,-1.238281,-0.25,,,,,
RV,1782148502.5042353,41963852,,,,-0.363159,-0.251282,-0.728577,0.52356,1.186768
LA,1782148502.5071013,41963852,1.011719,-1.375,-0.324219,,,,,
RV,1782148502.5126429,41968552,,,,-0.362976,-0.250977,-0.727356,0.525574,1.186768
LA,1782148502.5181203,41968552,0.828125,-1.351562,-0.484375,,,,,
RV,1782148502.523876,41973652,,,,-0.363037,-0.250671,-0.725952,0.527588,1.187012
LA,1782148502.5265205,41973652,0.597656,-1.320312,-0.5625,,,,,
RV,1782148502.5305328,41978352,,,,-0.363281,-0.250427,-0.72467,0.529358,1.187012
RV,1782148502.6229243,42155180,,,,-0.368347,-0.233948,-0.684021,0.584595,1.187012
RV,1782148502.722165,42199436,,,,-0.374756,-0.212585,-0.642151,0.634094,1.187256
LA,1782148502.727186,42199436,2.351562,-0.175781,-0.859375,,,,,
RV,1782148502.7337563,42204836,,,,-0.375366,-0.210999,-0.640259,0.636108,1.187256
LA,1782148502.7354798,42204836,2.445312,-0.242188,-1.058594,,,,,
RV,1782148502.7409935,42209336,,,,-0.375793,-0.209412,-0.638916,0.637756,1.187256
LA,1782148502.74373,42209336,2.496094,-0.128906,-1.171875,,,,,
RV,1782148502.7496789,42214336,,,,-0.376221,-0.207397,-0.637634,0.639404,1.187256
LA,1782148502.7519526,42214336,2.484375,-0.042969,-1.140625,,,,,
RV,1782148502.7571945,42222536,,,,-0.376526,-0.2052,-0.636597,0.64093,1.187256
LA,1782148502.7629197,42224336,1.800781,0.328125,-0.75,,,,,
RV,1782148502.7658336,42224336,,,,-0.376831,-0.202759,-0.635681,0.642456,1.187256
RV,1782148502.7715442,42229436,,,,-0.377197,-0.200378,-0.634827,0.64386,1.187256
LA,1782148502.7769248,42229436,1.601562,0.375,-0.613281,,,,,
RV,1782148502.7823114,42234836,,,,-0.364746,-0.220032,-0.592896,0.683411,1.01001
LA,1782148502.783775,42234836,1.128906,0.222656,-0.929688,,,,,
RV,1782148502.8769917,42410796,,,,-0.358643,-0.260376,-0.39502,0.804688,0.377197
RV,1782148502.9744973,42448680,,,,-0.365417,-0.265869,-0.327148,0.829895,0.295166
LA,1782148502.9798837,42448680,0.125,0.378906,-1.53125,,,,,
RV,1782148502.985356,42454180,,,,-0.367065,-0.265564,-0.323547,0.830688,0.291748
LA,1782148502.988175,42454180,0.371094,0.359375,-1.324219,,,,,
RV,1782148502.9937663,42459280,,,,-0.368652,-0.265076,-0.320251,0.831421,0.288574
LA,1782148502.9967206,42459280,0.464844,0.296875,-1.003906,,,,,
RV,1782148503.002157,42464180,,,,-0.370117,-0.264465,-0.317078,0.832214,0.285645
LA,1782148503.0050335,42464180,0.59375,0.351562,-0.765625,,,,,
RV,1782148503.0108154,42469080,,,,-0.371582,-0.263611,-0.314026,0.832947,0.282715
LA,1782148503.013504,42469080,0.695312,0.359375,-0.519531,,,,,
RV,1782148503.0191464,42473780,,,,-0.372925,-0.262756,-0.311096,0.83374,0.279785
LA,1782148503.0246122,42473780,0.871094,0.445312,-0.128906,,,,,
RV,1782148503.030277,42479080,,,,-0.374451,-0.26178,-0.307983,0.834534,0.2771
LA,1782148503.0332458,42479080,0.972656,0.53125,-0.035156,,,,,
RV,1782148503.0364661,42484180,,,,-0.375793,-0.260864,-0.304993,0.835266,0.274414
RV,1782148503.1289806,42659762,,,,-0.40448,-0.250793,-0.253601,0.842163,0.246338
RV,1782148503.2272618,42704619,,,,-0.415771,-0.251343,-0.229736,0.843323,0.24707
LA,1782148503.232463,42704619,0.414062,1.074219,-0.285156,,,,,
RV,1782148503.2380295,42709119,,,,-0.41626,-0.251099,-0.228821,0.843384,0.24707
LA,1782148503.2409403,42709119,0.535156,1.015625,-0.355469,,,,,
RV,1782148503.246444,42714019,,,,-0.416809,-0.250732,-0.227905,0.843506,0.24707
LA,1782148503.2495484,42714019,0.660156,0.984375,-0.460938,,,,,
RV,1782148503.2546952,42719619,,,,-0.417358,-0.250244,-0.226868,0.843628,0.24707
LA,1782148503.2574503,42719619,0.742188,1.074219,-0.453125,,,,,
RV,1782148503.2629707,42724519,,,,-0.417908,-0.249878,-0.225952,0.84375,0.247314
LA,1782148503.2660542,42724519,0.796875,1.089844,-0.53125,,,,,
RV,1782148503.271572,42729219,,,,-0.418396,-0.249512,-0.225159,0.843811,0.247314
LA,1782148503.276835,42729219,0.949219,1.183594,-0.722656,,,,,
RV,1782148503.2823439,42734519,,,,-0.418884,-0.249207,-0.224243,0.843872,0.247314
LA,1782148503.285282,42734519,1.082031,1.238281,-0.792969,,,,,
RV,1782148503.2887886,42739519,,,,-0.419434,-0.249084,-0.22345,0.843872,0.247314
RV,1782148503.3823705,42915118,,,,-0.471619,-0.250916,-0.221924,0.815674,0.248291
RV,1782148503.479725,42953560,,,,-0.478577,-0.235352,-0.215027,0.818115,0.240234
LA,1782148503.484878,42953560,0.449219,-0.507812,-0.507812,,,,,
RV,1782148503.4901628,42958960,,,,-0.478455,-0.235229,-0.213684,0.818604,0.23877
LA,1782148503.49288,42958960,0.492188,-0.539062,-0.589844,,,,,
RV,1782148503.4985952,42963860,,,,-0.478271,-0.235107,-0.212402,0.819031,0.237305
LA,1782148503.5014381,42963860,0.625,-0.570312,-0.628906,,,,,
RV,1782148503.506843,42968560,,,,-0.478027,-0.234985,-0.211243,0.819519,0.235596
LA,1782148503.5096867,42968560,0.753906,-0.332031,-0.789062,,,,,
RV,1782148503.5153525,42973860,,,,-0.477844,-0.23468,-0.210022,0.820068,0.234131
LA,1782148503.5207682,42973860,0.878906,-0.253906,-0.949219,,,,,
RV,1782148503.5234761,42978860,,,,-0.4776,-0.234375,-0.208862,0.820557,0.232666
LA,1782148503.5290165,42978860,0.933594,-0.246094,-1.035156,,,,,
RV,1782148503.5348034,42983960,,,,-0.477417,-0.234131,-0.207764,0.821045,0.231445
LA,1782148503.53748,42983960,1.0625,-0.355469,-1.121094,,,,,
RV,1782148503.5418787,42988560,,,,-0.477295,-0.233887,-0.206726,0.821411,0.22998
RV,1782148503.6340563,43165638,,,,-0.480347,-0.233948,-0.199341,0.821472,0.210693
RV,1782148503.7320387,43209199,,,,-0.492859,-0.236389,-0.199585,0.813293,0.207275
LA,1782148503.7375658,43209199,1.0,-0.832031,0.378906,,,,,
RV,1782148503.7430947,43214699,,,,-0.493286,-0.236511,-0.200012,0.812866,0.207275
LA,1782148503.7458804,43214699,1.070312,-0.75,0.3125,,,,,
RV,1782148503.7514908,43219599,,,,-0.493713,-0.236816,-0.200378,0.812378,0.207275
LA,1782148503.7547061,43219599,1.023438,-0.632812,0.433594,,,,,
RV,1782148503.759822,43224599,,,,-0.494202,-0.237366,-0.200684,0.81189,0.207275
LA,1782148503.7625725,43224599,1.054688,-0.558594,0.601562,,,,,
RV,1782148503.768449,43229199,,,,-0.494568,-0.238037,-0.200928,0.811401,0.207275
LA,1782148503.7717087,43229199,0.960938,-0.527344,0.664062,,,,,
RV,1782148503.7775733,43234599,,,,-0.494995,-0.238892,-0.201233,0.810791,0.20752
LA,1782148503.7828228,43234599,0.984375,-0.488281,0.640625,,,,,
RV,1782148503.788793,43239699,,,,-0.495361,-0.239685,-0.201599,0.810242,0.20752
LA,1782148503.7907233,43239699,0.929688,-0.535156,0.734375,,,,,
RV,1782148503.7953413,43244299,,,,-0.495605,-0.240417,-0.202026,0.809814,0.20752
RV,1782148503.8863235,43420251,,,,-0.493103,-0.253052,-0.216003,0.803833,0.208252
RV,1782148503.9843655,43459075,,,,-0.478394,-0.196045,-0.30072,0.801392,0.209473
LA,1782148503.989828,43459075,0.453125,-1.320312,-0.453125,,,,,
RV,1782148503.9953763,43463975,,,,-0.477844,-0.19342,-0.308044,0.799622,0.209961
LA,1782148503.9981413,43463975,-0.597656,-1.511719,0.101562,,,,,
RV,1782148504.0044136,43469075,,,,-0.477234,-0.190735,-0.315552,0.797729,0.209961
LA,1782148504.0065136,43469075,-1.1875,-1.203125,0.367188,,,,,
RV,1782148504.0120704,43474475,,,,-0.476501,-0.187866,-0.323303,0.795715,0.209961
LA,1782148504.0148475,43474475,-1.863281,-2.019531,0.527344,,,,,
RV,1782148504.0206501,43479375,,,,-0.475647,-0.185181,-0.330322,0.793945,0.210205
LA,1782148504.0259616,43479375,-3.144531,-1.4375,0.988281,,,,,
RV,1782148504.028786,43484075,,,,-0.474731,-0.182495,-0.336853,0.792358,0.210205
LA,1782148504.0343025,43484075,-3.761719,-1.351562,0.957031,,,,,
RV,1782148504.039834,43489275,,,,-0.473572,-0.179443,-0.343689,0.790833,0.210205
LA,1782148504.0425835,43489275,-4.261719,-1.507812,0.871094,,,,,
RV,1782148504.0468926,43494375,,,,-0.472412,-0.17627,-0.350159,0.789429,0.210205
RV,1782148504.1392875,43670960,,,,-0.468933,-0.128235,-0.376709,0.788513,0.211426
RV,1782148504.2376626,43714876,,,,-0.472351,-0.127625,-0.374329,0.78772,0.212158
LA,1782148504.2430968,43714876,2.542969,-0.199219,1.746094,,,,,
RV,1782148504.2485862,43719776,,,,-0.471069,-0.124573,-0.376221,0.788086,0.212158
LA,1782148504.2515085,43719776,2.8125,-0.351562,2.433594,,,,,
RV,1782148504.2570825,43724876,,,,-0.46936,-0.121399,-0.378479,0.788513,0.212402
LA,1782148504.259799,43724876,2.8125,-0.390625,2.425781,,,,,
RV,1782148504.2653644,43729576,,,,-0.467529,-0.118591,-0.380676,0.78894,0.212402
LA,1782148504.2681327,43729576,2.730469,-0.320312,2.222656,,,,,
RV,1782148504.2736719,43734376,,,,-0.465454,-0.115906,-0.383057,0.789429,0.212402
LA,1782148504.2764661,43734376,2.53125,-0.144531,1.710938,,,,,
RV,1782148504.282032,43742976,,,,-0.463135,-0.113281,-0.38562,0.789917,0.212402
RV,1782148504.2877524,43744376,,,,-0.460999,-0.110962,-0.388062,0.790283,0.212402
LA,1782148504.2904675,43744376,1.980469,0.28125,0.230469,,,,,
RV,1782148504.2959433,43749376,,,,-0.459045,-0.108887,-0.390442,0.790527,0.212646
LA,1782148504.2995405,43749376,1.699219,0.382812,0.039062,,,,,
RV,1782148504.3915355,43925076,,,,-0.411255,-0.082336,-0.431335,0.798767,0.213867
RV,1782148504.4899385,43964005,,,,-0.368164,-0.063782,-0.464172,0.803101,0.2146
LA,1782148504.4949136,43964005,-0.21875,0.269531,3.558594,,,,,
RV,1782148504.5014126,43969005,,,,-0.365417,-0.063232,-0.465637,0.803528,0.214844
LA,1782148504.5032816,43969005,-0.15625,0.199219,3.75,,,,,
RV,1782148504.508746,43974405,,,,-0.362244,-0.062683,-0.467102,0.804138,0.214844
LA,1782148504.5115929,43974405,0.097656,0.269531,3.359375,,,,,
RV,1782148504.5180354,43979105,,,,-0.359253,-0.062256,-0.468384,0.80481,0.214844
LA,1782148504.5200531,43979105,0.3125,0.269531,2.929688,,,,,
RV,1782148504.5255065,43984405,,,,-0.355652,-0.061707,-0.469788,0.805603,0.214844
LA,1782148504.5282686,43984405,0.605469,0.144531,2.527344,,,,,
RV,1782148504.5347788,43989105,,,,-0.352478,-0.061218,-0.471069,0.806274,0.214844
LA,1782148504.5366974,43989105,0.902344,0.019531,2.253906,,,,,
RV,1782148504.5422044,43994305,,,,-0.348694,-0.060608,-0.472595,0.807068,0.215088
LA,1782148504.5477383,43994305,1.164062,-0.179688,2.113281,,,,,
RV,1782148504.5510027,43999405,,,,-0.344971,-0.059998,-0.474121,0.807861,0.215088
RV,1782148504.643313,44174998,,,,-0.270813,-0.04126,-0.515259,0.812073,0.216309
RV,1782148504.7413287,44219890,,,,-0.223694,-0.008728,-0.557678,0.799316,0.217285
LA,1782148504.7468445,44219890,-0.34375,-0.40625,1.929688,,,,,
RV,1782148504.753363,44224790,,,,-0.221191,-0.006897,-0.559082,0.799011,0.217285
LA,1782148504.7552946,44224790,-0.105469,-0.394531,1.90625,,,,,
RV,1782148504.7606452,44229590,,,,-0.218567,-0.005127,-0.560425,0.798828,0.217285
LA,1782148504.763495,44229590,0.179688,-0.339844,1.882812,,,,,
RV,1782148504.7691581,44234390,,,,-0.215759,-0.003418,-0.561707,0.798706,0.217529
LA,1782148504.7720246,44234390,0.730469,-0.363281,1.582031,,,,,
RV,1782148504.777453,44239690,,,,-0.212402,-0.001648,-0.56311,0.798645,0.217529
LA,1782148504.7801976,44239690,1.015625,-0.433594,1.359375,,,,,
RV,1782148504.7858462,44244690,,,,-0.209167,-6.1e-05,-0.564392,0.798584,0.217529
LA,1782148504.791253,44244690,1.339844,-0.464844,0.917969,,,,,
RV,1782148504.79686,44249590,,,,-0.205933,0.001343,-0.565674,0.798523,0.217529
LA,1782148504.7995932,44249590,1.585938,-0.503906,0.417969,,,,,
RV,1782148504.8033514,44254390,,,,-0.20282,0.002563,-0.567017,0.79834,0.217529
RV,1782148504.8953652,44425492,,,,-0.145142,0.058472,-0.602966,0.782227,0.218994
RV,1782148504.994023,44470060,,,,-0.111511,0.084839,-0.62262,0.769897,0.219727
LA,1782148504.9995456,44470060,0.285156,0.039062,0.570312,,,,,
RV,1782148505.0024495,44474960,,,,-0.110229,0.08551,-0.623413,0.769348,0.219727
LA,1782148505.0079024,44474960,0.394531,0.023438,0.675781,,,,,
RV,1782148505.013449,44480460,,,,-0.108765,0.086121,-0.624207,0.768799,0.219727
LA,1782148505.0174887,44480460,0.378906,0.09375,0.667969,,,,,
RV,1782148505.0218334,44485560,,,,-0.107544,0.086548,-0.625061,0.768311,0.219971
LA,1782148505.024633,44485560,0.320312,0.039062,0.621094,,,,,
RV,1782148505.0302136,44490160,,,,-0.106506,0.086731,-0.625793,0.767822,0.219971
LA,1782148505.041408,44490160,0.335938,-0.09375,0.507812,,,,,
RV,1782148505.0420845,44495560,,,,-0.105408,0.08667,-0.626709,0.767212,0.219971
LA,1782148505.0424385,44495560,0.378906,-0.222656,0.5,,,,,
RV,1782148505.047298,44500460,,,,-0.104492,0.086426,-0.627563,0.766663,0.219971
LA,1782148505.0496552,44500460,0.386719,-0.316406,0.539062,,,,,
RV,1782148505.055035,44505460,,,,-0.103699,0.085938,-0.628479,0.766052,0.219971
